budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
102000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,9705,"[{'id': 293, 'name': 'female nudity'}, {'id': 2157, 'name': 'hacker'}, {'id': 13015, 'name': 'terrorism'}, {'id': 14819, 'name': 'violence'}, {'id': 156121, 'name': 'ex-con'}, {'id': 159384, 'name': 'wire'}, {'id': 159399, 'name': 'los angeles international airport (lax)'}, {'id': 159401, 'name': 'misdirection'}, {'id': 179430, 'name': 'aftercreditsstinger'}]",en,Swordfish,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",9.646208,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jonathan Krane Group', 'id': 46458}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-07,147080413,99,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Log On. Hack In. Go Anywhere. Get Everything.,Swordfish,6.1,946
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2898,"[{'id': 641, 'name': 'single parent'}, {'id': 828, 'name': 'waitress'}, {'id': 3568, 'name': 'lone wolf'}, {'id': 6054, 'name': 'friendship'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10818, 'name': 'author'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 13028, 'name': 'writer'}, {'id': 15162, 'name': 'dog'}, {'id': 159317, 'name': 'rude'}, {'id': 159318, 'name': 'obnoxious'}, {'id': 167982, 'name': 'unlikely friendship'}, {'id': 228768, 'name': 'noodle salad'}]",en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",9.374049,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-19,314178011,139,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,7.2,946
3800000,"[{'id': 18, 'name': 'Drama'}]",,103663,"[{'id': 494, 'name': 'father son relationship'}, {'id': 509, 'name': 'denmark'}, {'id': 2251, 'name': 'lie'}, {'id': 2337, 'name': 'pedophilia'}, {'id': 4590, 'name': 'kindergarten'}, {'id': 5905, 'name': 'father'}, {'id': 7946, 'name': 'deer'}, {'id': 10103, 'name': 'children'}, {'id': 10508, 'name': 'teacher'}, {'id': 10873, 'name': 'school'}, {'id': 14576, 'name': 'pedophile'}, {'id': 15160, 'name': 'divorce'}, {'id': 33688, 'name': 'hunting'}]",da,Jagten,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.462801,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Eurimages', 'id': 850}, {'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'Film Väst', 'id': 74636}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2012-08-28,16800000,115,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The lie is spreading.,The Hunt,7.9,946
75000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.threemusketeers-movie.com/,52451,"[{'id': 9791, 'name': 'number in title'}, {'id': 12995, 'name': 'historical fiction'}, {'id': 14577, 'name': 'musketeer'}, {'id': 207941, 'name': '17th century'}, {'id': 209714, 'name': '3d'}]",en,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,6.303466,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}, {'name': 'New Legacy', 'id': 939}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-08-31,132274484,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every legend has a new beginning.,The Three Musketeers,5.6,945
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.towerheist.com/index.php,59108,"[{'id': 1418, 'name': 'skyscraper'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 12547, 'name': 'billionaire'}, {'id': 15275, 'name': 'parade'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 33632, 'name': 'apartment'}, {'id': 156640, 'name': 'high rise'}, {'id': 158750, 'name': 'female agent'}, {'id': 159325, 'name': 'ponzi scheme'}, {'id': 159330, 'name': 'empty safe'}, {'id': 159333, 'name': 'caper comedy'}, {'id': 159334, 'name': 'planning'}, {'id': 159339, 'name': 'safecracker'}, {'id': 159341, 'name': 'recruiting'}, {'id': 159343, 'name': 'heist movie'}, {'id': 159346, 'name': 'deceit'}, {'id': 159350, 'name': 'lobby'}]",en,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",7.762917,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Image Entertainment', 'id': 3086}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Rat Entertainment', 'id': 12007}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-02,152930623,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ordinary guys. An extraordinary robbery.,Tower Heist,5.8,945
39000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9602,"[{'id': 3015, 'name': 'fast food restaurant'}, {'id': 3071, 'name': 'prince'}, {'id': 5515, 'name': 'heir to the throne'}, {'id': 11860, 'name': 'fish out of water'}, {'id': 14512, 'name': 'new york city'}, {'id': 167808, 'name': 'fake identity'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 210589, 'name': 'searching for love'}]",en,Coming to America,"Prince Akeem, heir to the throne of Zamunda, leaves the tropical paradise kingdom in search of his queen. What better place than Queens, New York to find his bride? Joined by his loyal servant and friend, Semmi, Akeem attempts to blend in as an ordinary American and begin his search.",7.830087,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-06-28,288752301,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Four Funniest Men in America are Eddie Murphy.,Coming to America,6.5,944
11000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,1587,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 2029, 'name': 'iowa'}, {'id': 4129, 'name': 'widow'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}]",en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",10.3919,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-17,10032765,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,943
20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://www.21-grams.com/index.php,470,"[{'id': 314, 'name': 'life and death'}, {'id': 741, 'name': 'transplantation'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1333, 'name': 'desperation'}, {'id': 1465, 'name': 'loss of family'}, {'id': 1591, 'name': 'ex-detainee'}, {'id': 1647, 'name': 'sadness'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 9844, 'name': 'car crash'}]",en,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",6.372278,"[{'name': 'This Is That Productions', 'id': 10059}, {'name': 'Y Productions', 'id': 10887}, {'name': 'Mediana Productions Filmgesellschaft', 'id': 10888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-09-06,60427839,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How much does life weigh?,21 Grams,7.2,943
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,11778,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 904, 'name': 'pennsylvania'}, {'id': 2956, 'name': 'vietnam'}, {'id': 8508, 'name': 'party'}, {'id': 10685, 'name': 'escape'}, {'id': 225061, 'name': 'friend'}, {'id': 228755, 'name': 'viet cong'}, {'id': 228756, 'name': 'pittsburgh steelers'}]",en,The Deer Hunter,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",7.729445,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'EMI Films Ltd.', 'id': 538}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-12-08,50000000,183,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,One of the most important and powerful films of all time!,The Deer Hunter,7.8,943
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,2164,"[{'id': 3801, 'name': 'space travel'}, {'id': 3822, 'name': 'teleportation'}, {'id': 8862, 'name': 'uprising'}, {'id': 11325, 'name': 'shot to death'}, {'id': 11402, 'name': 'androgyny'}, {'id': 11606, 'name': 'space western'}, {'id': 12405, 'name': 'outer space'}, {'id': 41414, 'name': 'timebomb'}, {'id': 159138, 'name': 'death of son'}, {'id': 160381, 'name': 'nuclear weapons'}, {'id': 163250, 'name': 'invented language'}, {'id': 163331, 'name': 'hieroglyph'}, {'id': 163338, 'name': 'egyptian mythology'}, {'id': 163347, 'name': 'egyptology'}]",en,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",13.328924,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Carolco Entertainment', 'id': 10320}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-27,196567262,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,It will take you a million light years from home. But will it bring you back?,Stargate,6.8,942
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,9390,"[{'id': 1485, 'name': 'stadium'}, {'id': 3658, 'name': 'career'}, {'id': 6075, 'name': 'sport'}, {'id': 178372, 'name': 'sports agent'}]",en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",11.807601,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-12-06,273552592,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,Everybody loved him... Everybody disappeared.,Jerry Maguire,6.7,941
110000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,"[{'id': 212, 'name': 'london england'}, {'id': 392, 'name': 'england'}, {'id': 470, 'name': 'spy'}, {'id': 478, 'name': 'china'}, {'id': 1774, 'name': 'news broadcast'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2136, 'name': 'television'}, {'id': 2534, 'name': 'missile'}, {'id': 2954, 'name': 'manipulation of the media'}, {'id': 3272, 'name': 'secret intelligence service'}, {'id': 3531, 'name': 'special car'}, {'id': 3586, 'name': 'tv station'}, {'id': 3587, 'name': 'media tycoon'}, {'id': 3588, 'name': 'navy'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 41249, 'name': 'secret service'}, {'id': 164713, 'name': 'hamburg germany'}]",en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,"[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-11,333011068,119,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6.0,941
50000000,"[{'id': 35, 'name': 'Comedy'}]",,109443,"[{'id': 917, 'name': 'journalism'}, {'id': 41390, 'name': 'mustache'}, {'id': 158584, 'name': 'tv news'}, {'id': 167241, 'name': 'newsroom'}, {'id': 167254, 'name': 'gang warfare'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 185281, 'name': 'news spoof'}, {'id': 206075, 'name': 'tv news anchor'}]",en,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",7.600751,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-12-18,173649015,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's kind of a big deal,Anchorman 2: The Legend Continues,6.0,940
40000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.acureforwellness.com/,340837,"[{'id': 1223, 'name': 'switzerland'}, {'id': 2726, 'name': 'therapist'}, {'id': 3721, 'name': 'health'}, {'id': 3762, 'name': 'darkness'}, {'id': 5409, 'name': 'wellness'}, {'id': 6021, 'name': 'employee'}, {'id': 14781, 'name': 'patient'}, {'id': 14819, 'name': 'violence'}, {'id': 14964, 'name': 'drug'}, {'id': 158169, 'name': 'remote'}, {'id': 160176, 'name': 'swiss alps'}, {'id': 160929, 'name': 'treatment'}, {'id': 180443, 'name': 'cure'}, {'id': 207819, 'name': 'accident'}, {'id': 232505, 'name': 'wellness center'}, {'id': 232837, 'name': 'institute'}, {'id': 232844, 'name': 'incertitude'}]",en,A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",13.28436,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Twentieth Century Fox', 'id': 7392}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Blind Wink Productions', 'id': 37381}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-02-15,26559557,146,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,There is a Cure,A Cure for Wellness,6.0,939
6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,829,"[{'id': 570, 'name': 'rape'}, {'id': 658, 'name': 'sea'}, {'id': 1261, 'name': 'river'}, {'id': 1788, 'name': 'chinatown'}, {'id': 2281, 'name': 'mistake in person'}, {'id': 2337, 'name': 'pedophilia'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3820, 'name': 'barrage'}, {'id': 12670, 'name': 'los angeles'}, {'id': 155790, 'name': 'private detective'}, {'id': 207268, 'name': 'neo-noir'}]",en,Chinatown,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",12.29227,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Penthouse', 'id': 6226}, {'name': 'Long Road Productions', 'id': 10208}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-06-20,30000000,130,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,Chinatown,7.9,939
